Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Sales Channel 1,Product Sales Channel 2,Product Sales Channel 3,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price EGP,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Image 1,Variant Image 2,Variant Image 3,Variant Image 4
prod_01KQ86A5EYBH10ZV7S7J3BGXMN,sweatpants,Medusa Sweatpants,,published,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HWHQX3Q8BWGA2TEFGY,M,SWEATPANTS-M,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYBH10ZV7S7J3BGXMN,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,60000,Size,M,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,
prod_01KQ86A5EYBH10ZV7S7J3BGXMN,sweatpants,Medusa Sweatpants,,published,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HWN5HYXC63BD8EXJGG,S,SWEATPANTS-S,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYBH10ZV7S7J3BGXMN,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,60000,Size,S,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,
prod_01KQ86A5EYKF4J032BJA6EKGFH,sweatshirt,Medusa Sweatshirt,,published,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HV4DAZHJEZ2MCZ23N0,M,SWEATSHIRT-M,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYKF4J032BJA6EKGFH,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,70000,Size,M,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,
prod_01KQ86A5EYKF4J032BJA6EKGFH,sweatshirt,Medusa Sweatshirt,,published,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HVSAK5QY3DYR17TW0W,XL,SWEATSHIRT-XL,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYKF4J032BJA6EKGFH,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,70000,Size,XL,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,
prod_01KQ86A5EYKF4J032BJA6EKGFH,sweatshirt,Medusa Sweatshirt,,published,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HVXT0D9Q0BDKZQ9GSB,S,SWEATSHIRT-S,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYKF4J032BJA6EKGFH,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,70000,Size,S,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,
prod_01KQ86A5EYKF4J032BJA6EKGFH,sweatshirt,Medusa Sweatshirt,,published,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HVYGSA7XKBXX7MHDH8,L,SWEATSHIRT-L,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYKF4J032BJA6EKGFH,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,70000,Size,L,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,
prod_01KQ86A5EYQTP2M8PBYFD6S9N1,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HW41BCVTNNXBXQW68A,XL,SHORTS-XL,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYQTP2M8PBYFD6S9N1,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,40000,Size,XL,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,
prod_01KQ86A5EYQTP2M8PBYFD6S9N1,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HWGRDTKJKFVYKE6YD3,L,SHORTS-L,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYQTP2M8PBYFD6S9N1,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,40000,Size,L,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,
prod_01KQ86A5EYQTP2M8PBYFD6S9N1,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HWQFSWPG98KBYWCWR2,M,SHORTS-M,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYQTP2M8PBYFD6S9N1,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,40000,Size,M,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,
prod_01KQ86A5EYQTP2M8PBYFD6S9N1,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:58 GMT+0300 (Eastern European Summer Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQ86A5HWYXDSAMXJEWART96D,S,SHORTS-S,,,,false,false,,,,,,,,,,0,,prod_01KQ86A5EYQTP2M8PBYFD6S9N1,Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),Mon Apr 27 2026 22:22:59 GMT+0300 (Eastern European Summer Time),,40000,Size,S,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,
prod_01KQFHEMNB2Z33XZ7755XW0YW8,poster,mars poster,warn,published,,just poster,false,true,http://localhost:9000/static/1777564340883-Picture1.jpg,,,,,,,,,,,Thu Apr 30 2026 18:52:20 GMT+0300 (Eastern European Summer Time),Thu Apr 30 2026 18:52:20 GMT+0300 (Eastern European Summer Time),,http://localhost:9000/static/1777564340883-Picture1.jpg,,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQFHEMSCJVEARH68HGPKZS6R,red,,,,,false,false,,,,,,,,,,0,,prod_01KQFHEMNB2Z33XZ7755XW0YW8,Thu Apr 30 2026 18:52:21 GMT+0300 (Eastern European Summer Time),Thu Apr 30 2026 18:52:21 GMT+0300 (Eastern European Summer Time),,90000,color,red,,,http://localhost:9000/static/1777564340883-Picture1.jpg,,,
prod_01KQFN1SYGNJY4PP2HF33HHZ89,poster4,جوني سينس,راجل فاهم شغله,published,,معرفش,false,true,http://localhost:9000/static/1777568114618-johnny-sins-ilsa-padmasari.jpg,,,,,,,,,,,Thu Apr 30 2026 19:55:14 GMT+0300 (Eastern European Summer Time),Thu Apr 30 2026 19:55:14 GMT+0300 (Eastern European Summer Time),,http://localhost:9000/static/1777568114618-johnny-sins-ilsa-padmasari.jpg,,,,sc_01KQ86A524G5G1SV3VCNWJ9XJV,,,variant_01KQFN1T1Y3M6MNRED7882XJ9H,Default variant,40,,,,false,false,,,,,,,,,,0,,prod_01KQFN1SYGNJY4PP2HF33HHZ89,Thu Apr 30 2026 19:55:14 GMT+0300 (Eastern European Summer Time),Thu Apr 30 2026 19:55:14 GMT+0300 (Eastern European Summer Time),,780900,Default option,Default option value,,,http://localhost:9000/static/1777568114618-johnny-sins-ilsa-padmasari.jpg,,,
